StaticId;Name;Not identified name;Notes
187;Топаз;Драгоценный камень;Драгоценный камень.  Он не имеет магической пользы, поэтому его можно продать.
188;Изумруд;Драгоценный камень;Драгоценный камень.  Он не имеет магической пользы, поэтому его можно продать.
189;Сапфир;Драгоценный камень;Драгоценный камень.  Он не имеет магической пользы, поэтому его можно продать.
190;Зеленый гранат;Драгоценный камень;Драгоценный камень.  Он не имеет магической пользы, поэтому его можно продать.
191;Розовый хрусталь;Драгоценный камень;Драгоценный камень.  Он не имеет магической пользы, поэтому его можно продать.
192;Алмаз;Драгоценный камень;Драгоценный камень.  Он не имеет магической пользы, поэтому его можно продать.
193;Аметист;Драгоценный камень;Драгоценный камень.  Он не имеет магической пользы, поэтому его можно продать.
194;Желтый топаз;Драгоценный камень;Драгоценный камень.  Он не имеет магической пользы, поэтому его можно продать.
195;Алмаз;Драгоценный камень;Драгоценный камень.  Он не имеет магической пользы, поэтому его можно продать.
196;Рубин;Драгоценный камень;Драгоценный камень.  Он не имеет магической пользы, поэтому его можно продать.
197;Золото;золото;Маленькая кучка золотых.
198;Золото;золото;Кучка золотых.
199;Золото;золото;Много золотых монет.
200;Волчьи ягоды;Реагент;Магический реагент необычных свойств.  Из волчьих ягод можно приготовить красные снадобья.  (Чтобы использовать, возьмите растение и щелкните правой кнопкой на пустой бутылке.)
201;Измельченные розовые лепестки;Реагент;Магический реагент необычных свойств.  Измельченные розовые лепестки можно использовать для приготовления красных снадобий.  (Чтобы использовать, возьмите растение и щелкните правой кнопкой на пустой бутылке.)
202;Склянка с кровью тролля;Реагент;Магический реагент необычных свойств.  Кровь тролля можно использовать для приготовления красных снадобий.  (Чтобы использовать, возьмите реагент и щелкните правой кнопкой на пустой бутылке.)
203;Рубин;Реагент;Магический реагент необычных свойств.  Из рубинов можно приготовить красные снадобья.  (Чтобы использовать, возьмите реагент и щелкните правой кнопкой на пустой бутылке.)
204;Глаз дракона;Реагент;Магический реагент необычных свойств.  Из глаз дракона можно приготовить красные снадобья.  (Чтобы использовать, возьмите реагент и щелкните правой кнопкой на пустой бутылке.)
205;Корень бузины;Реагент;Магический реагент необычных свойств.  Из корня бузины можно приготовить синие снадобья.  (Чтобы использовать, возьмите растение и щелкните правой кнопкой на пустой бутылке.)
206;Осколок метеорита;Реагент;Магический реагент необычных свойств.  Из осколка метеорита можно приготовить синие снадобья.  (Чтобы использовать, возьмите реагент и щелкните правой кнопкой на пустой бутылке.)
207;Перо гарпии;Реагент;Магический реагент необычных свойств.  Перья гарпий можно использовать для приготовления синих снадобий.  (Чтобы использовать, возьмите реагент и щелкните правой кнопкой на пустой бутылке.)
208;Лунный камень;Реагент;Магический реагент необычных свойств.  Лунные камни можно использовать для приготовления синих снадобий.  (Чтобы использовать, возьмите реагент и щелкните правой кнопкой на пустой бутылке.)
209;Эльфийская поганка;Реагент;Магический реагент необычных свойств.  Эльфийские поганки можно использовать для приготовления синих снадобий.  (Чтобы использовать, возьмите растение и щелкните правой кнопкой на пустой бутылке.)
210;Маковый хруст;Реагент;Магический реагент необычных свойств.  Из макового хруста можно приготовить желтые  снадобья.  (Чтобы использовать, возьмите растение и щелкните правой кнопкой на пустой бутылке.)
211;Пыль феи;Реагент;Магический реагент необычных свойств.  Из Пыли феи врага можно приготовить желтые  снадобья.  (Чтобы использовать, возьмите Пыль феи и щелкните правой кнопкой на пустой бутылке.)
212;Сера;Реагент;Магический реагент необычных свойств.  Из серы можно приготовить желтые  снадобья.  (Чтобы использовать, возьмите реагент и щелкните правой кнопкой на пустой бутылке.)
213;Гранат;Реагент;Магический реагент необычных свойств.  Из граната можно приготовить желтые  снадобья.  (Чтобы использовать, возьмите реагент и щелкните правой кнопкой на пустой бутылке.)
214;Склянка с ихором дьявола;Реагент;Магический реагент необычных свойств.  Ихор дьявола можно использовать для приготовления желтых снадобий.  (Чтобы использовать, возьмите реагент и щелкните правой кнопкой на пустой бутылке.)
215;Гриб;Реагент;Магический реагент необычных свойств.  Из грибов можно приготовить катализаторы.  (Чтобы использовать, возьмите реагент и щелкните правой кнопкой на пустой бутылке.)
216;Обсидиан;Реагент;Магический реагент необычных свойств.  Из обсидиана можно приготовить катализаторы.  (Чтобы использовать, возьмите реагент и щелкните правой кнопкой на пустой бутылке.)
217;Склянка с эндоплазмой слизня;Реагент;Магический реагент необычных свойств.  Склянки с эндоплазмой слизня можно использовать для приготовления катализаторов.  (Чтобы использовать, возьмите реагент и щелкните правой кнопкой на пустой бутылке.)
218;Ртуть;Реагент;Магический реагент необычных свойств.  Из ртути можно приготовить катализаторы.  (Чтобы использовать, возьмите реагент и щелкните правой кнопкой на пустой бутылке.)
219;Философский камень;Реагент;Магический реагент необычных свойств.  Из философского камня можно приготовить катализаторы.  (Чтобы использовать, возьмите реагент и щелкните правой кнопкой на пустой бутылке.)
220;Бутылка для снадобий;Бутылка для снадобий;Пустая бутылка под снадобье.
221;Катализатор;Серое снадобье;Катализаторы смешиваются со снадобьями для увеличения силы зелья.  Снадобье примет силу катализатора, с которым вы его смешиваете.  Остерегайтесь смешивать сильное снадобье со слабым катализатором!  Чтобы использовать, возьмите катализатор и щелкните правой кнопкой мыши на другом снадобье.
222;Лечение Ран;Красное снадобье;Лечит 10+сила снадобья единиц здоровья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
223;Магическое снадобье;Синее снадобье;Восстанавливает 10+сила снадобья очков магии.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
224;Лечение Слабости;Желтое снадобье;Лечит слабость.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
225;Лечение Болезни;Оранжевое снадобье;Лечит болезнь.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
226;Противоядие;Пурпурное снадобье;Лечит отравление.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
227;Пробуждение;Зеленое снадобье;Снимает состояние усыпления.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
228;Ускорение;Составное снадобье;Придает Ускорение (как заклинание) в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
229;Мужество;Составное снадобье;Придает Мужество (как заклинание) в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
230;Благословение;Составное снадобье;Дает Благословение (как заклинание) в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
231;Сохранение;Составное снадобье;Дает Сохранение (как заклинание) в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
232;Щит;Составное снадобье;Дает Щит (как заклинание) в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
233;Перезарядка;Составное снадобье;Перезаряжает предмет (как заклинание).     Чтобы использовать, возьмите снадобье и щелкните правой кнопкой мыши над предметом с зарядами.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
234;Каменная кожа;Составное снадобье;Дает Каменную кожу (как заклинание) в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
235;Дышать под водой;Составное снадобье;Не дает утонуть.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
236;Закалка;Составное снадобье;Увеличивает прочность предмета, делает его более устойчивым к поломке.  Чтобы использовать, возьмите снадобье и щелкните правой кнопкой мыши над предметом.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
237;Снятие Страха;Составное снадобье;Снимает состояние страха.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
238;Снятие Порчи;Составное снадобье;Снимает состояние проклятия..  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
239;Лечение Безумия;Составное снадобье;Лечит безумие.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
240;Усиление Силы;Белое снадобье;Временно увеличивает Силу на количество очков в три раза превышающее силу снадобья в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
241;Усиление Интеллекта;Белое снадобье;Временно увеличивает Интеллект на количество очков в три раза превышающее силу снадобья в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
242;Усиление Силы духа;Белое снадобье;Временно увеличивает Силу духа на количество очков в три раза превышающее силу снадобья в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
243;Усиление Выносливости;Белое снадобье;Временно увеличивает Выносливость на количество очков в три раза превышающее силу снадобья в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
244;Усиление Скорости;Белое снадобье;Временно увеличивает Скорость на количество очков в три раза превышающее силу снадобья в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
245;Усиление Меткости;Белое снадобье;Временно увеличивает Меткость на количество очков в три раза превышающее силу снадобья в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
246;Огненное Снадобье;Белое снадобье;Добавляет огненное свойство немагическому оружию в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на немагическом оружии.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
247;Снадобье заморозки;Белое снадобье;Добавляет морозящее свойство немагическому оружию в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на немагическом оружии.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
248;Отравленное Снадобье;Белое снадобье;Добавляет отравляющее свойство немагическому оружию в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на немагическом оружии.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
249;Шокирующее Снадобье;Белое снадобье;Добавляет искры немагическому оружию в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на немагическом оружии.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
250;Снадобье Быстроты;Белое снадобье;Добавляет свойство скорости немагическому оружию в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на немагическом оружии.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
251;Лечение паралича;Белое снадобье;Лечит состояние паралича.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
252;Снадобье Божественного Восстановления;Белое снадобье;Снимает все состояния (за исключением смерти, окаменения или уничтожения).  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
253;Божественное лечение;Белое снадобье;Восстанавливает единицы здоровья. Количество восстанавливаемых единиц в пять раз выше силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
254;Божественная сила;Белое снадобье;Восстанавливает очки магии. Количество восстанавливаемых очков в пять раз выше силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
255;Усиление Удачи;Белое снадобье;Временно увеличивает Удачу на количество очков в три раза превышающее силу снадобья в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
256;Защита от огня;Белое снадобье;Временно увеличивает Защиту от огня на количество очков в три раза превышающее силу снадобья в течение 30 минут на очко силы снадобья.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
257;Щит от воздуха;Белое снадобье;Временно увеличивает Щит от воздуха на количество очков в три раза превышающее силу снадобья в течение 30 минут на очко силы снадобья. Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
258;Устойчивость к Воде;Белое снадобье;Временно увеличивает Устойчивость к Воде на количество очков в три раза превышающее силу снадобья в течение 30 минут на очко силы снадобья. Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
259;Защита от земли;Белое снадобье;Временно увеличивает Защита от земли на количество очков в три раза превышающее силу снадобья в течение 30 минут на очко силы снадобья. Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
260;Устойчивость к Мысли;Белое снадобье;Временно увеличивает Устойчивость к Мысли на количество очков в три раза превышающее силу снадобья в течение 30 минут на очко силы снадобья. Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
261;Защита от тела;Белое снадобье;Временно увеличивает Защиту от тела на количество очков в три раза превышающее силу снадобья в течение 30 минут на очко силы снадобья. Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
262;Из Камня в Плоть;Черное снадобье;Лечит состояние окаменения.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
263;Снадобье Истребления;Черное снадобье;Добавляет немагическому оружию свойство убийца драконов.  Чтобы использовать, возьмите зелье и щелкните правой кнопкой мыши на немагическом оружии.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
264;Абсолютная Удача;Черное снадобье;Постоянно увеличивает Удачу на 50 очков.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
265;Абсолютная Скорость;Черное снадобье;Постоянно увеличивает Скорость на 50 очков.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
266;Абсолютный Интеллект;Черное снадобье;Постоянно увеличивает Интеллект на 50 очков.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
267;Абсолютная Выносливость;Черное снадобье;Постоянно увеличивает Выносливость на 50 очков.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
268;Абсолютная Сила духа;Черное снадобье;Постоянно увеличивает Силу духа на 50 очков.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
269;Абсолютная Меткость;Черное снадобье;Постоянно увеличивает Меткость на 50 очков.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
270;Абсолютная Сила;Черное снадобье;Постоянно увеличивает Силу на 50 очков.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
271;Омоложение;Черное снадобье;Снимает все неестественное старение.  Чтобы выпить, возьмите зелье и щелкните правой кнопкой мыши на портрете персонажа.  Чтобы смешать, возьмите зелье и щелкните правой кнопкой мыши на другом снадобье.
272;_potion/reagent272;_potion/reagent272;Описание здесь.
273;_potion/reagent273;_potion/reagent273;Описание здесь.
274;_potion/reagent274;_potion/reagent274;Описание здесь.
275;_potion/reagent275;_potion/reagent275;Описание здесь.
276;_potion/reagent276;_potion/reagent276;Описание здесь.
277;_potion/reagent277;_potion/reagent277;Описание здесь.
278;_potion/reagent278;_potion/reagent278;Описание здесь.
279;_potion/reagent279;_potion/reagent279;Описание здесь.
280;_potion/reagent280;_potion/reagent280;Описание здесь.
281;_potion/reagent281;_potion/reagent281;Описание здесь.
282;_potion/reagent282;_potion/reagent282;Описание здесь.
283;_potion/reagent283;_potion/reagent283;Описание здесь.
284;_potion/reagent284;_potion/reagent284;Описание здесь.
285;_potion/reagent285;_potion/reagent285;Описание здесь.
286;_potion/reagent286;_potion/reagent286;Описание здесь.
287;_potion/reagent287;_potion/reagent287;Описание здесь.
288;_potion/reagent288;_potion/reagent288;Описание здесь.
289;_potion/reagent289;_potion/reagent289;Описание здесь.
290;_potion/reagent290;_potion/reagent290;Описание здесь.
291;_potion/reagent291;_potion/reagent291;Описание здесь.
292;_potion/reagent292;_potion/reagent292;Описание здесь.
293;_potion/reagent293;_potion/reagent293;Описание здесь.
294;_potion/reagent294;_potion/reagent294;Описание здесь.
295;_potion/reagent295;_potion/reagent295;Описание здесь.
296;_potion/reagent296;_potion/reagent296;Описание здесь.
297;_potion/reagent297;_potion/reagent297;Описание здесь.
298;_potion/reagent298;_potion/reagent298;Описание здесь.
299;_potion/reagent299;_potion/reagent299;Описание здесь.
300;Свет факела;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
301;Удар огня;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
302;Защита от огня;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
303;Аура огня;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
304;Ускорение;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
305;Огненный шар;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
306;Огненный шип;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
307;Кольцо огня;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
308;Поток метеоров;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
309;Адский огонь;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
310;Испепеление;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
311;Око чародея;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
312;Падение пера;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
313;Щит от воздуха;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
314;Искры;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
315;Прыжок;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
316;Щит;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
317;Молния;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
318;Невидимость;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
319;Точный взрыв;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
320;Полет;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
321;Звездопад;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
322;Пробуждение;Свиток с заклинанием;Свиток с заклинанием.  Чтобы применить это заклинание, возьмите свиток и щелкните левой кнопкой над портретом своего героя в меню снаряжения.
